"ID","Language","AtLeastOneOpenResponse","Isolation","DP2","DP1","DP5","DP4","DP3","Erg2","Erg6","Erg4","Erg5","Erg3","Erg1","WHO5B3","WHO5B4","WHO5B5","WHO5B2","WHO5B1","WHO5S2","WHO5S3","WHO5S5","WHO5S1","WHO5S4","HPQB1","HPQB7","HPQB3","HPQB6","HPQB5","HPQB4","HPQB2","HPQB8","HPQS1","HPQS4","HPQS6","HPQS3","HPQS5","HPQS2","HPQS7","HPQS8","PerformanceOthers","PerB1item","PerS1item","RolesIncludeDeveloper","YearsOfExperience","YearsOfWorkFromHomeExperience","Fulltime","Coinhabitants","Age","Gender","Country","Education","OrganizationSize","Disabilities","OS1_y","OS1_h","OS2_y","OS2_h","OS3_y","OS3_h","OS4_y","OS4_h","OS5_y","OS5_h","OS6_y","OS6_h","OS7_y","OS7_h","OS8_y","OS8_h","OS9_y","OS9_h","OS10_y","OS10_h","OS11_y","OS11_h","OS12_y","OS12_h","OS13_y","OS13_h","OS14_y","OS14_h","OS15_y","OS15_h","OS16_y","OS16_h","OS17_y","OS17_h","OS18_y","OS18_h","OS19_y","OS19_h","OS20_y","OS20_h","OS21_y","OS21_h","OS22_y","OS22_h","COVIDStatus","AdultCohabitants","ChildCohabitants","FearResilience","PerRatioB","PerRatioS","DeltaWellbeing"
74,"French",0,2,3,3,2,3,0,2,-3,2,-2,2,-3,4,3,3,3,3,4,4,4,4,5,2,2,1,2,1,1,1,2,2,2,3,2,2,2,2,0,8,10,5,1,0.7,0,1,2,3,"Male","Belgium",3,3,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,,,1,0,1,0,1,0,,,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,-1.1,1.25,0.625,5
75,"French",0,2,2,4,2,4,0,2,3,3,3,1,-2,3,2,3,3,3,1,0,0,1,5,0,1,0,1,0,1,0,0,0,1,3,2,3,1,1,-1,8,8,6,1,0,0,1,1,2,"Male","Belgium",3,4,0,,,,,1,1,,,,,0,1,1,1,0,1,1,1,,,1,1,1,1,,,,,,,0,1,0,1,1,1,1,1,1,1,,,,,0,0,0,-0.7,1,0.75,-7
76,"French",1,2,3,0,4,4,1,2,-2,-1,1,2,1,3,3,3,4,3,2,3,3,4,4,2,1,1,2,2,1,2,1,2,1,1,1,2,1,2,1,7,8,7,0,1,0,1,1,4,"Male","Belgium",3,4,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,,1.14285714285714,1,0
77,"French",1,2,1,3,4,4,,1,-1,3,-3,2,1,4,4,5,4,4,4,3,2,2,5,2,0,1,1,1,1,1,1,1,2,2,2,2,2,2,-1,7,8,6,1,0.1,0,1,2,2,"Male","Belgium",3,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,-1.8,1.14285714285714,0.857142857142857,-5
78,"French",0,2,3,3,2,3,0,2,-3,2,-2,2,-3,4,3,3,3,3,4,4,4,4,5,2,2,1,2,1,1,1,2,2,2,3,2,2,2,2,0,8,10,5,1,0.7,0,1,2,3,"Male","Belgium",3,3,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,,,1,0,1,0,1,0,,,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,-1.1,1.25,0.625,5
79,"French",1,2,1,4,3,4,2,3,3,3,2,2,3,5,4,5,2,4,5,2,3,3,5,3,4,1,2,1,1,1,1,2,1,1,3,1,2,2,2,7,6,7,1,0.1,0,1,2,2,"Male","Belgium",3,4,0,0,1,,,0,1,,,1,0,1,0,,,0,1,,,1,0,1,0,1,1,1,0,,,,,1,1,0,1,0,1,1,0,1,0,0,1,1,0,2,1,0,-2.1,0.857142857142857,1,-2
80,"French",0,2,,1,0,4,0,1,-1,1,2,3,-1,3,3,3,3,3,3,3,3,3,3,4,0,0,1,0,0,0,3,4,0,1,0,0,0,0,3,10,10,10,0,1.3,0,1,3,5,"Male","Belgium",3,4,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,,1,1,0
81,"French",0,3,3,4,4,4,3,2,2,2,3,2,3,5,5,5,4,5,5,4,4,4,3,3,3,3,3,3,3,3,1,4,3,2,4,2,2,2,3,8,7,10,1,0.9,0.1,1,5,5,"Male","Tunisia",3,2,0,1,0,1,0,1,0,,,1,0,1,0,1,0,1,0,1,0,,,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,,,1,0,1,0,1,0,0,2,2,,0.875,1.25,-4
82,"French",1,2,2,4,4,4,2,-2,2,3,3,3,-2,4,3,5,4,4,4,4,4,4,4,3,0,0,0,1,1,1,2,3,1,1,0,0,0,0,2,5,8,8,1,0.6,0.3,1,4,4,"Male","Belgium",3,3,0,1,1,,,1,1,1,1,,,1,0,1,1,1,1,1,1,,,1,1,,,,,,,,,,,0,1,1,1,,,1,1,1,1,1,1,1,1,2,-2.6,1.6,1.6,0
83,"French",1,2,4,3,4,3,0,3,1,2,-1,2,3,5,5,5,4,5,4,5,5,5,5,3,0,1,2,1,2,1,2,3,1,1,1,1,1,0,1,7,8,8,1,0.9,0,1,2,5,"Male","Belgium",3,3,0,0,1,,,1,0,,,0,1,0,1,0,1,,,1,0,,,,,,,1,0,,,,,0,1,0,1,1,0,,,1,0,,,1,0,0,1,0,-0.1,1.14285714285714,1.14285714285714,0
1,"Japanese",1,2,4,4,4,3,3,1,-2,2,-2,3,1,5,5,5,3,5,4,5,5,5,5,3,3,2,1,1,2,1,3,3,2,2,2,2,1,2,3,5,10,9,1,1,0.3,1,2,4,"Male","Japan",2,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,,,1,0,1,0,0,1,0,0.4,2,1.8,1
2,"Japanese",1,2,,3,3,4,1,2,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,4,1,0,0,1,1,1,3,3,0,1,0,1,0,1,3,4,8,9,1,0.7,0.1,1,1,3,"Male","Japan",2,3,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,,,,2,2.25,0
3,"Japanese",1,2,2,1,4,3,0,2,1,2,-1,1,-3,4,3,1,3,3,3,1,1,1,1,3,1,1,1,0,1,1,2,3,1,1,1,1,1,1,1,4,8,7,0,3,0.01,1,2,9,"Male","Japan",4,3,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,,,1,0,,,,,,,0,1,0,1,0,1,1,0,,,1,0,1,0,1,0,0,1,0,-2,2,1.75,-7
4,"Japanese",1,2,4,3,2,4,1,3,3,3,3,3,3,4,2,5,5,4,3,2,2,2,2,3,0,1,1,1,2,0,2,1,2,0,2,1,2,1,0,6,8,6,1,0.7,0.4,1,1,4,"Male","Japan",3,2,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,,,,,0,1,,,1,1,1,1,1,1,1,1,,,0,0,0,1.4,1.33333333333333,1,-9
5,"Japanese",1,2,2,4,4,3,4,2,-2,2,-1,-1,2,5,3,5,5,5,5,4,5,5,4,3,0,2,2,1,1,1,3,4,1,1,1,1,1,0,3,6,8,9,0,1.6,0.1,1,4,5,"Male","Japan",2,2,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,2,-4.1,1.33333333333333,1.5,0
6,"Japanese",1,2,1,4,0,3,4,3,-1,3,3,3,2,2,3,3,3,3,5,4,3,5,4,1,0,0,1,0,0,3,0,2,1,1,1,0,3,0,0,7,5,5,1,1,0,1,1,4,"Male","Japan",2,4,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,,,1,1,,,1,1,,,,,,,0,1,,,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,-0.7,0.714285714285714,0.714285714285714,7
7,"Japanese",0,2,2,2,0,1,1,3,3,3,3,3,-1,2,1,2,2,2,3,3,2,3,3,2,2,2,2,2,1,2,-1,2,2,3,3,3,2,1,-1,8,7,5,1,1.5,0.3,1,1,5,"Male","Japan",2,3,0,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,1,,,0,0,0,3.7,0.875,0.625,5
8,"Japanese",1,2,2,4,2,3,0,2,-2,3,3,3,1,3,3,3,2,3,2,2,3,3,3,2,3,2,3,2,2,2,1,2,3,3,3,2,2,3,0,8,8,4,1,1,0.2,1,3,5,"Male","Japan",3,3,0,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,0,1,1,1,,,,,1,1,0,1,1,1,0,1,0,1,0,1,1,-1,1,0.5,-1
9,"Japanese",1,2,3,4,4,4,3,3,3,3,3,3,2,5,4,4,4,4,3,3,2,4,4,3,3,3,4,4,2,1,3,1,3,1,3,4,3,2,0,4,8,4,1,1.2,0.02,1,2,5,"Male","Japan",3,3,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,-2.9,2,1,-5
10,"Japanese",0,2,4,3,1,4,3,3,3,3,3,3,2,1,4,3,2,1,4,4,2,4,3,3,1,1,2,2,2,1,3,2,3,1,0,3,1,3,2,4,9,7,0,1,1,1,1,5,"Male","Japan",4,6,0,1,1,,,,,,,1,0,,,1,1,,,1,1,,,1,1,1,1,1,0,,,,,,,,,1,1,1,0,1,0,1,0,1,0,0,0,0,,2.25,1.75,6
11,"Japanese",0,2,4,3,4,4,1,3,1,3,3,3,-1,3,4,5,5,5,2,0,1,2,2,2,2,2,2,2,3,2,1,1,3,3,3,3,3,3,-1,6,7,2,1,1.3,0.5,1,6,5,"Male","Japan",2,3,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,2,2,3,-0.2,1.16666666666667,0.333333333333333,-15
12,"Japanese",1,2,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,0,2,3,8,10,7,1,1.8,0.4,1,4,5,"Male","Japan",1,1,0,1,0,1,0,1,0,0,1,,,0,1,0,1,0,1,1,0,,,0,1,,,,,0,1,,,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,2,,1.25,0.875,-5
13,"Japanese",1,2,3,4,4,4,1,2,-1,2,3,2,-1,1,4,4,4,4,4,1,4,4,4,2,1,2,2,3,3,2,0,2,3,3,3,3,2,3,0,5,8,5,1,1,0.1,1,3,5,"Male","Japan",4,3,0,,,,,,,,,,,,,,,,,1,1,,,1,1,1,1,,,,,,,,,,,1,1,1,1,1,1,,,,,0,1,1,1,1.6,1,0
14,"Japanese",0,2,3,0,2,3,0,3,1,3,3,3,-1,5,4,5,4,4,1,1,5,0,2,1,0,1,1,1,2,1,-2,0,4,3,2,4,3,0,-3,5,3,1,1,0.1,0,1,1,3,"Male","Japan",3,1,0,1,0,1,0,1,0,,,1,0,1,0,,,,,1,0,,,1,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,0.6,0.2,-13
15,"Japanese",1,2,2,4,3,4,3,-1,-1,2,-1,2,-1,5,5,5,5,5,5,3,5,3,5,2,0,4,4,4,2,2,3,2,1,1,1,1,1,0,0,5,7,7,1,1,0.1,1,4,4,"Male","Japan",2,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,1,0,0,1,1,0,,,,,0,1,0,1,0,1,0,1,1,0,1,0,1,0,,,,,0,1,2,,1.4,1.4,-4
16,"Japanese",0,2,1,0,3,3,1,3,-3,2,-2,2,-1,2,2,4,3,2,3,3,3,3,3,2,0,1,2,1,3,1,1,1,1,1,1,1,1,1,1,7,7,8,1,0.7,0,1,2,4,"Male","Japan",2,3,0,,,,,,,,,,,1,1,,,,,1,1,,,1,1,1,0,,,,,,,,,,,1,1,1,1,1,1,,,,,0,1,0,,1,1.14285714285714,2
17,"Japanese",1,2,3,3,0,3,0,1,-3,3,-3,3,-2,3,2,3,1,1,3,3,3,3,3,1,0,3,3,3,3,3,-3,2,2,3,3,2,3,0,0,7,7,6,1,1.8,0.000819672131147541,1,1,6,"Male","Japan",3,2,0,1,1,,,,,,,1,1,1,1,,,,,1,1,,,1,1,1,1,,,,,,,,,,,1,1,1,1,1,1,,,1,1,0,0,0,-1.8,1,0.857142857142857,5
18,"Japanese",0,2,3,1,3,3,3,2,-1,2,1,2,-1,3,2,4,3,2,3,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,3,0,5,6,4,1,1,0,1,1,5,"Male","Japan",4,6,0,,,1,1,1,1,1,0,1,0,,,1,0,,,1,0,,,,,,,,,,,,,,,,,1,1,1,0,,,,,,,0,0,0,0.8,1.2,0.8,-3
19,"Japanese",0,2,0,3,0,2,0,-2,3,3,3,3,-2,2,5,5,5,5,3,3,5,5,5,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,10,10,10,1,0.8,,1,1,5,"Male","Japan",4,3,1,1,0,,,1,1,,,,,,,1,1,,,1,1,,,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,0,1,1,,,0,,,,1,1,-1
20,"Japanese",1,2,4,1,4,4,0,-2,-3,3,-3,3,-3,4,4,3,4,4,5,5,5,5,4,3,0,2,1,0,1,1,1,2,2,2,2,1,1,1,1,8,8,9,0,2,0.0083,1,5,7,"Male","Japan",2,2,0,1,0,,,1,0,1,0,,,,,,,,,1,0,,,1,0,1,0,1,0,,,,,,,,,1,0,1,0,1,0,,,,,0,2,2,,1,1.125,5
21,"Japanese",1,1,,3,2,4,,3,-1,3,1,3,-3,4,4,5,5,4,3,3,5,3,2,2,0,1,2,0,1,1,1,1,2,2,2,1,2,0,0,7,7,7,1,1.5,0,1,3,7,"Male","Japan",2,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,,1,1,1,1,,,0,1,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,1,1.5,1,1,-6
22,"Japanese",0,2,2,3,4,3,3,2,-2,2,-3,2,-1,3,1,3,3,3,3,2,3,4,3,2,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,8,7,7,1,1.5,0.001,1,4,7,"Male","Japan",2,2,0,,,0,1,1,0,,,0,1,0,1,1,0,,,1,0,,,,,0,1,,,,,,,,,,,1,0,0,1,0,1,,,,,0,2,1,0.9,0.875,0.875,2
23,"Japanese",1,2,4,4,4,4,0,3,1,3,3,3,3,3,5,3,5,5,5,5,5,5,5,2,0,2,1,2,1,2,0,2,2,2,2,2,2,1,0,10,8,8,1,0.1,0,1,2,2,"Male","Japan",2,2,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,,0.8,0.8,4
24,"Japanese",0,2,1,4,4,4,3,2,-3,1,-3,3,1,3,4,3,4,4,4,2,2,4,4,2,0,1,1,2,1,2,0,2,1,1,1,2,2,0,0,7,7,7,1,1.8,0,1,3,6,"Male","Japan",2,2,0,1,1,1,1,1,1,1,1,,,,,,,,,1,1,,,1,1,,,,,,,,,,,,,1,1,1,1,1,1,,,,,0,1,1,,1,1,-2
25,"Japanese",1,2,3,3,2,2,1,1,-1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,8,7,7,1,1,0,1,3,5,"Female","Japan",2,2,0,1,0,1,0,1,0,,,1,0,1,0,0,1,1,0,1,0,,,1,0,1,0,1,0,,,,,,,0,1,1,0,1,0,1,0,1,0,,,0,1,1,,0.875,0.875,0
26,"Japanese",0,2,3,3,2,4,3,3,3,2,3,3,1,4,4,4,4,4,4,4,2,2,4,2,2,2,2,2,2,1,1,2,3,3,3,2,2,3,1,6,6,5,1,2,0.1,1,1,6,"Male","Japan",3,2,0,1,1,,,1,0,,,1,0,1,0,1,0,,,1,0,,,1,0,,,,,,,,,,,,,1,0,1,1,1,1,1,0,,,0,0,0,,1,0.833333333333333,-4
27,"Japanese",1,2,2,4,3,4,1,3,-3,3,-2,2,1,4,3,4,3,3,4,4,4,4,5,3,0,2,2,2,2,2,2,2,2,2,2,2,2,0,1,7,8,7,1,0.5,0.2,1,1,3,"Male","Japan",1,1,0,1,1,,,1,1,,,,,,,,,,,1,0,,,,,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,1,,,0,0,0,-2,1.14285714285714,1,4
28,"Japanese",1,1,3,3,2,2,0,1,2,3,3,2,1,3,4,5,4,4,4,3,5,4,4,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,1,5,5,6,1,3,0,1,2,9,"Male","Japan",1,3,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,,,,,,,1,0,,,,,0,1,,,,,,,1,1,1,1,0,1,0,1,,,0,1,0,-2.7,1,1.2,0
29,"Japanese",1,2,3,3,3,4,2,3,1,2,1,3,2,3,3,3,3,3,3,3,3,3,3,2,3,0,2,2,2,2,0,2,1,1,1,1,1,1,1,8,7,8,0,1,0,1,4,4,"Male","Japan",2,3,0,1,0,,,,,,,1,0,1,0,1,0,1,0,1,0,,,1,0,1,0,,,,,,,1,0,,,1,0,1,0,1,0,1,0,1,0,0,1,2,1.1,0.875,1,0
30,"Japanese",0,2,2,1,2,3,1,3,-1,3,-2,-1,-1,4,2,3,5,4,5,4,3,5,4,3,0,1,1,2,1,1,2,3,1,2,1,1,1,1,2,6,7,7,1,0.5,0.1,1,1,3,"Male","Japan",2,3,0,,,1,1,1,1,,,,,,,,,,,1,1,,,,,,,1,1,,,,,,,,,1,1,1,1,1,1,1,1,,,0,0,0,1,1.16666666666667,1.16666666666667,3
31,"Japanese",0,2,3,3,4,4,0,1,-1,2,-1,3,-2,3,3,3,3,3,3,2,1,3,2,1,2,1,2,1,1,0,0,1,1,3,2,1,1,2,0,7,7,4,1,0.4,0,1,2,3,"Female","Japan",2,3,0,0,1,0,1,,,0,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,,,,0,1,1,1,,,1,1,1,0,1,0,1,0,1,1,0,1,0,,1,0.571428571428571,-4
32,"Japanese",0,2,1,3,3,3,2,2,2,2,2,-1,-2,4,2,1,2,2,2,4,2,4,2,4,4,1,1,1,1,1,3,2,1,,1,,1,4,3,8,9,10,0,1,0,1,4,5,"Male","Japan",3,3,0,0,1,1,1,1,1,,,1,1,0,1,0,1,,,1,1,,,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,0,1,2,2.9,1.125,1.25,3
33,"Japanese",0,2,3,3,2,4,3,1,-1,2,2,3,1,3,4,3,4,4,3,2,2,3,4,1,1,0,1,1,1,1,0,1,1,1,1,2,1,2,0,6,6,5,0,3,0,1,1,9,"Female","Japan",3,5,0,1,0,1,1,1,1,,,1,1,1,1,1,1,,,1,1,,,1,0,1,1,,,,,,,,,,,1,1,,,1,1,,,,,0,0,0,,1,0.833333333333333,-4
34,"Japanese",1,2,1,4,0,4,0,3,-2,3,2,3,-1,1,1,1,4,1,2,1,2,1,1,3,0,2,3,3,3,1,2,3,3,3,1,1,1,4,2,3,8,9,1,1.2,0.1,1,1,5,"Male","Japan",2,4,2,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,,,,,,,,,0,1,0,1,,,1,1,,,1,1,,,1,1,0,0,0,0.8,2.66666666666667,3,-1
35,"Japanese",1,2,4,4,3,4,3,3,-2,2,2,3,-1,3,2,4,3,3,3,4,5,4,3,2,2,3,3,2,2,2,-1,3,2,3,1,1,1,2,2,9,8,8,1,1,0.2,1,1,3,"Male","Japan",1,2,2,1,1,1,0,1,1,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,1,1,1,0,1,1,1,0,,,0,0,0,0.7,0.888888888888889,0.888888888888889,4
36,"Japanese",1,2,3,3,3,3,2,2,-1,1,1,3,1,4,3,3,4,3,5,4,4,4,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,1,5,6,6,0,3.3,0.2,1,3,9,"Male","Japan",3,5,0,1,0,1,1,1,1,,,,,,,1,0,,,1,1,,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,0,,,0,2,0,-0.3,1.2,1.2,4
37,"Japanese",0,2,4,3,2,4,4,3,1,3,1,3,2,4,3,4,4,4,5,3,5,4,4,1,0,0,1,1,1,1,0,1,2,2,2,2,1,2,0,7,7,7,1,0.1,0.1,1,1,3,"Male","Japan",3,5,0,,,,,1,1,,,,,,,1,1,1,1,1,1,,,,,1,1,,,,,,,,,1,1,1,1,,,,,,,1,0,1,0,0,,1,1,2
38,"Japanese",0,2,2,4,4,4,1,2,2,2,2,3,2,1,2,1,2,1,4,3,2,3,3,3,1,2,2,1,2,1,1,2,1,1,1,1,1,0,1,7,6,8,1,3,0.1,1,3,8,"Male","Japan",2,6,0,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,1,0,1,1,1,1,1,1,1,1,1,1,1,2,0,,0.857142857142857,1.14285714285714,8
39,"Japanese",0,2,3,1,1,3,0,1,-2,2,-2,2,-2,2,2,1,1,2,4,4,4,4,4,3,1,4,1,2,2,1,1,1,4,2,3,3,3,2,-1,6,7,4,1,0.5,0,1,1,3,"Male","Japan",3,4,0,,,,,,,,,1,1,1,1,,,1,1,,,,,1,1,,,,,,,1,1,,,,,1,1,,,1,0,,,,,0,0,0,3,1.16666666666667,0.666666666666667,12
40,"Japanese",1,2,3,4,4,4,3,3,3,3,3,3,2,5,4,4,4,4,3,3,2,4,4,3,3,3,4,4,2,1,3,1,3,1,3,4,3,2,0,4,8,4,1,1.2,0.02,1,2,5,"Male","Japan",3,3,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,-2.9,2,1,-5
41,"Japanese",0,2,3,0,1,4,3,2,-1,3,3,3,-2,1,0,2,2,1,3,1,2,2,0,1,0,2,2,0,0,1,0,1,2,3,4,0,3,0,-2,8,8,5,1,0.5,0,1,1,3,"Male","Japan",3,5,0,1,0,1,1,1,0,,,1,0,1,1,1,0,1,1,1,1,,,1,1,,,,,,,,,,,,,1,1,1,1,1,0,,,,,0,0,0,0,1,0.625,2
42,"Japanese",1,2,1,0,2,3,4,3,2,3,3,3,3,5,4,5,3,5,3,1,1,2,3,2,1,1,2,1,2,2,1,3,2,2,2,1,0,2,2,8,9,8,1,0.2,0.02,1,1,3,"Male","Japan",3,4,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,,,,,1,1,,,,,0,1,,,0,1,1,1,1,1,0,1,0,1,,,0,0,0,,1.125,1,-12
43,"Japanese",1,2,3,4,4,4,3,2,2,2,1,2,-1,3,3,3,3,2,4,4,5,4,4,2,1,2,2,3,3,2,-1,2,3,3,3,3,2,0,-1,6,5,4,1,3.2,0,1,4,8,"Female","Japan",2,5,1,1,0,1,0,,,,,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,0,3,0,-1.9,0.833333333333333,0.666666666666667,7
44,"Japanese",1,2,2,2,0,4,0,2,-1,3,1,2,1,3,0,3,4,2,5,2,4,3,2,4,0,1,1,0,1,0,3,3,1,1,1,1,1,0,2,5,8,7,1,1.5,0,1,1,5,"Male","Japan",2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,0,0,0,0.2,1.6,1.4,4
45,"Japanese",0,2,2,1,3,3,3,2,-2,3,-1,-2,-3,2,0,1,0,1,3,,,,,0,0,1,3,2,2,2,-1,0,3,3,2,2,2,0,-1,9,5,5,1,0.2,0,1,5,2,"NB","Japan",2,2,0,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,1,0,,,,,,,,,,,,,1,1,1,1,0,1,0,1,1,1,0,4,0,-0.4,0.555555555555556,0.555555555555556,
46,"Japanese",1,2,2,2,4,3,2,2,-1,2,1,2,-1,4,3,3,3,3,2,2,2,2,2,1,2,1,1,0,0,0,2,3,1,3,1,1,0,0,2,5,8,8,1,0.8,0,1,3,4,"Male","Japan",2,2,1,,,,,,,,,1,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,,1,0,,,,,1,0,0,1,1,,1.6,1.6,-6
47,"Japanese",0,2,3,4,3,4,3,3,1,1,-2,3,-1,2,3,3,5,5,5,2,5,4,4,1,2,1,1,1,4,2,-2,2,2,2,2,1,1,2,0,8,3,5,1,0.4,0,1,2,4,"Male","Japan",2,2,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,,,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0.1,0.375,0.625,2
48,"Japanese",0,2,3,3,4,4,3,1,1,3,2,3,1,4,5,5,5,4,5,4,5,4,5,3,0,0,1,1,1,1,0,3,1,1,1,1,1,0,0,8,8,8,1,1.5,0.1,1,3,5,"Female","Japan",2,2,0,,,,,1,0,,,1,1,1,0,1,1,,,1,0,,,,,,,,,,,,,,,1,0,1,1,1,0,,,,,1,0,0,1,1,,1,1,0
49,"Japanese",1,2,3,3,4,3,3,2,2,2,2,2,1,5,4,4,3,4,4,4,4,4,4,3,1,1,1,1,2,1,2,3,1,1,1,1,1,1,2,7,9,8,1,1.9,0,1,4,6,"Male","Japan",2,2,0,,,,,,,,,1,1,1,1,1,1,1,1,,,,,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,-2.4,1.28571428571429,1.14285714285714,0
50,"Japanese",1,1,4,2,3,3,1,2,1,2,2,2,1,2,2,3,2,3,3,2,3,2,3,3,1,0,1,1,1,1,1,2,1,1,1,0,1,0,0,6,7,7,0,1.7,0,1,5,6,"Male","Japan",2,2,0,0,1,,,0,1,,,,,,,0,1,0,1,1,0,,,0,1,1,0,,,,,,,,,,,1,0,1,0,,,0,1,,,0,1,3,1.8,1.16666666666667,1.16666666666667,1
51,"Japanese",1,2,3,3,2,4,1,1,2,2,2,2,-1,3,3,3,3,3,3,2,3,3,3,3,1,1,2,1,1,1,1,2,1,1,1,1,1,2,0,4,6,5,1,1.4,0,1,3,5,"Male","Japan",2,2,0,,,,,,,,,,,,,,,,,1,1,,,1,1,1,1,,,,,,,,,1,1,1,1,1,1,,,1,1,,,0,1,1,,1.5,1.25,-1
52,"Japanese",1,2,3,3,3,3,1,2,-1,2,-2,-1,-1,1,3,1,5,4,4,1,1,4,3,2,1,2,2,1,1,1,0,1,1,2,2,2,1,1,0,5,6,6,1,1.8,0,1,2,5,"Male","Japan",1,4,0,1,0,,,,,,,1,0,,,,,1,0,1,0,,,1,0,1,0,1,0,,,,,,,,,1,0,1,0,,,,,,,0,1,0,,1.2,1.2,-1
